view_id,physical_packet_uid,capture_uid,capture_packet_index,reference_id,ota_path,reference_path,adc_phase_2m,lowrate_phase_1m,combined_decimation_phase_2m,timing_offset_samples_1m,input_sample_rate_hz,input_samples,target_sample_rate_hz,target_samples,split_group
exp0_000031_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000031,exp000_sess000_run000,31,31,ota/exp0_000031_rxg20_1_fulltrim.cfile,reference/signalout_000031_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000031
exp0_000031_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000031,exp000_sess000_run000,31,31,ota/exp0_000031_rxg20_1_fulltrim.cfile,reference/signalout_000031_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000031
exp0_000031_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000031,exp000_sess000_run000,31,31,ota/exp0_000031_rxg20_1_fulltrim.cfile,reference/signalout_000031_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000031
exp0_000031_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000031,exp000_sess000_run000,31,31,ota/exp0_000031_rxg20_1_fulltrim.cfile,reference/signalout_000031_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000031
exp0_000032_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_0_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_0_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_0_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_0_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_1_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_1_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_1_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000032_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000032,exp000_sess000_run000,32,32,ota/exp0_000032_rxg20_1_fulltrim.cfile,reference/signalout_000032_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000032
exp0_000033_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_0_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_0_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_0_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_0_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_1_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_1_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_1_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000033_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000033,exp000_sess000_run000,33,33,ota/exp0_000033_rxg20_1_fulltrim.cfile,reference/signalout_000033_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000033
exp0_000034_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_0_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_0_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_0_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_0_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_1_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_1_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_1_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000034_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000034,exp000_sess000_run000,34,34,ota/exp0_000034_rxg20_1_fulltrim.cfile,reference/signalout_000034_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000034
exp0_000035_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_0_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_0_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_0_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_0_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_1_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_1_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_1_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000035_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000035,exp000_sess000_run000,35,35,ota/exp0_000035_rxg20_1_fulltrim.cfile,reference/signalout_000035_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000035
exp0_000036_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_0_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_0_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_0_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_0_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_1_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_1_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_1_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000036_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000036,exp000_sess000_run000,36,36,ota/exp0_000036_rxg20_1_fulltrim.cfile,reference/signalout_000036_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000036
exp0_000037_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_0_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_0_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_0_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_0_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_1_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_1_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_1_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000037_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000037,exp000_sess000_run000,37,37,ota/exp0_000037_rxg20_1_fulltrim.cfile,reference/signalout_000037_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000037
exp0_000038_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_0_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_0_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_0_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_0_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_1_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_1_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_1_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000038_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000038,exp000_sess000_run000,38,38,ota/exp0_000038_rxg20_1_fulltrim.cfile,reference/signalout_000038_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000038
exp0_000039_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_0_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_0_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_0_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_0_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_1_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_1_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_1_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000039_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000039,exp000_sess000_run000,39,39,ota/exp0_000039_rxg20_1_fulltrim.cfile,reference/signalout_000039_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000039
exp0_000040_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_0_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_0_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_0_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_0_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_1_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_1_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_1_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000040_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000040,exp000_sess000_run000,40,40,ota/exp0_000040_rxg20_1_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000040
exp0_000041_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_0_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_0_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_0_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_0_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_1_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_1_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_1_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000041_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000041,exp000_sess000_run000,41,41,ota/exp0_000041_rxg20_1_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000041
exp0_000042_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_0_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_0_fulltrim:q1,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_0_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,0,1,2,1.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_0_fulltrim:q2,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_0_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,0,2,4,2.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_0_fulltrim:q3,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_0_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,0,3,6,3.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_1_fulltrim:q0,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_1_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,1,0,1,0.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_1_fulltrim:q1,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_1_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,1,1,3,1.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_1_fulltrim:q2,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_1_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,1,2,5,2.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000042_rxg20_1_fulltrim:q3,exp000_sess000_run000:seg00:slot000042,exp000_sess000_run000,42,42,ota/exp0_000042_rxg20_1_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,1,3,7,3.5,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000042
exp0_000043_rxg20_0_fulltrim:q0,exp000_sess000_run000:seg00:slot000043,exp000_sess000_run000,43,43,ota/exp0_000043_rxg20_0_fulltrim.cfile,reference/signalout_000043_fulltrim.cfile,0,0,0,0.0,250000,692676,1000000,2770704,exp000_sess000_run000:seg00:slot000043
